date,capital,trade_pnl,peak,drawdown,drawdown_pct
2023-04-11,27265.644000385604,405.1711988981498,48806.53427816706,-21540.89027778146,-44.13525892867481
2023-04-21,27544.844176509643,279.20017612404024,48806.53427816706,-21261.69010165742,-43.56320401788608
2023-05-12,27934.09790105592,389.25372454627734,48806.53427816706,-20872.436377111142,-42.765659733492164
2023-06-01,28264.642601309923,330.5447002540029,48806.53427816706,-20541.89167685714,-42.08840472011609
2023-06-09,28611.55970668595,346.9171053760266,48806.53427816706,-20194.974571481114,-41.37760418796026
2023-07-04,28855.36442475457,243.8047180686243,48806.53427816706,-19951.16985341249,-40.878071242885554
2023-08-10,29341.85497802965,486.49055327507654,48806.53427816706,-19464.679300137414,-39.88129783852461
2023-08-31,29248.27930280887,-93.5756752207783,48806.53427816706,-19558.25497535819,-40.07302559917128
2023-09-12,29130.360401783873,-117.91890102499565,48806.53427816706,-19676.17387638319,-40.31463034076783
2023-09-28,29517.796711713156,387.4363099292833,48806.53427816706,-19288.737566453907,-39.52080976805284
2023-10-16,29372.869166121545,-144.92754559161085,48806.53427816706,-19433.665112045517,-39.817752683043715
2023-10-23,27678.58835239744,-1694.2808137241063,48806.53427816706,-21127.94592576962,-43.28917477597036
2023-11-02,28310.304372528644,631.7160201312026,48806.53427816706,-20496.229905638418,-41.99484804395777
2023-11-13,28737.28352839281,426.9791558641663,48806.53427816706,-20069.25074977425,-41.12000789769652
2023-11-22,28634.186610065397,-103.09691832741521,48806.53427816706,-20172.347668101665,-41.331243790292014
2023-12-28,28396.095394454573,-238.09121561082407,48806.53427816706,-20410.43888371249,-41.81907030600782
2024-01-04,28206.758763664937,-189.3366307896349,48806.53427816706,-20599.775514502126,-42.207003261276746
2024-01-25,28911.37336659162,704.6146029266811,48806.53427816706,-19895.160911575444,-40.76331418695974
2024-03-11,29660.322366659402,748.9490000677836,48806.53427816706,-19146.21191150766,-39.22878810117123
2024-04-03,28721.451290627894,-938.8710760315092,48806.53427816706,-20085.08298753917,-41.15244666434747
2024-05-03,26631.24705753012,-2090.2042330977747,48806.53427816706,-22175.287220636943,-45.43507861929208
2024-05-24,26458.604597519403,-172.6424600107174,48806.53427816706,-22347.92968064766,-45.788806788202336
2024-07-12,26911.612718076613,453.0081205572111,48806.53427816706,-21894.92156009045,-44.86063574049929
2024-07-29,27168.581594143896,256.9688760672841,48806.53427816706,-21637.952684023167,-44.3341306733648
2024-08-02,27861.999054699107,693.4174605552107,48806.53427816706,-20944.535223467956,-42.913383491024085
2024-09-17,27544.281610696326,-317.71744400278067,48806.53427816706,-21262.252667470737,-43.56435666234575
2024-10-03,25272.303567566098,-2271.9780431302293,48806.53427816706,-23534.230710600965,-48.2194260638758
2024-10-22,22588.31363629593,-2683.9899312701664,48806.53427816706,-26218.220641871132,-53.71866908730599
2024-11-04,19718.31494121812,-2869.99869507781,48806.53427816706,-29088.219336948943,-59.59902657944135
