index,entry_date,exit_date,strike,entry_spot,exit_spot,entry_vix,exit_vix,weekly_premium,monthly_premium,net_debit,lots,total_cost,pnl,pnl_pct,exit_reason,days_held,capital_after,year
BANKNIFTY,2024-08-20,2024-08-27,50800,50803.1484375,51278.75,14.56576169996595,13.597758814715391,409.908012298989,848.5902053580435,438.6821930590545,1,6580.232895885818,1272.0150068849484,19.330850853018514,EXPIRY,5,40266.81135639742,2024
BANKNIFTY,2024-09-09,2024-09-16,51100,51117.80078125,52153.1484375,12.17304465453565,10.700909758501567,344.69418375819447,713.584754151464,368.89057039326957,1,5533.3585558990435,-819.7693029044094,-14.81504035249015,EXPIRY,5,39447.04205349301,2024
BANKNIFTY,2024-09-18,2024-09-25,52800,52750.3984375,54101.6484375,10.806016364958259,11.586978642835838,315.7576959077445,653.6805331296922,337.9228372219477,1,5068.8425583292155,225.73368000674236,4.453357495505806,EXPIRY,5,39672.77573349975,2024
BANKNIFTY,2025-02-18,2025-02-25,49100,49087.30078125,48608.3515625,12.048807117732023,11.283394266623045,327.6240562200084,678.246232828413,350.6221766084046,1,5259.332649126069,-2171.1007853107108,-41.280917754298684,EXPIRY,5,37501.674948189044,2025
BANKNIFTY,2025-03-11,2025-03-19,47900,47853.94921875,49702.6015625,8.554433029414454,11.354142170729366,226.76268683981735,469.443360996281,242.68067415646365,1,3640.2101123469547,1126.1181696713222,30.935526656874192,TARGET,5,38627.79311786037,2025
BANKNIFTY,2025-06-16,2025-06-23,55900,55944.8984375,56059.3515625,9.80180677929586,9.853388125330602,303.75903608276315,628.840947419239,325.08191133647586,1,4876.228670047138,1344.2370114202158,27.567144659916476,EXPIRY,5,39972.03012928058,2025
BANKNIFTY,2025-06-25,2025-07-02,56600,56621.1484375,56999.19921875,10.005711298160632,10.879118591053146,313.8262162799747,649.6819904206062,335.8557741406315,1,5037.836612109473,1945.3187386638388,38.61416890710323,TARGET,5,41917.34886794442,2025
BANKNIFTY,2025-07-15,2025-07-21,57000,57006.6484375,56952.75,8.386742214372731,9.195880015693717,264.83865998804066,548.2681141203806,283.4294541323399,1,4251.441811985099,1286.5446951670672,30.26137371891605,TARGET,4,43203.89356311149,2025
BANKNIFTY,2025-08-04,2025-08-11,55600,55619.3515625,55510.75,9.069269338106126,10.028628546747669,279.4221308121331,578.4587669745214,299.0366361623883,1,4485.549542435824,1783.5891687415665,39.76300232263201,TARGET,5,44987.48273185305,2025
BANKNIFTY,2025-08-13,2025-08-21,55200,55181.44921875,55755.44921875,10.11980927558494,8.382763492232247,309.33425021624373,640.3827371976599,331.0484869814162,1,4965.727304721243,297.6411227835115,5.993907931684539,EXPIRY,5,45285.123854636564,2025
BANKNIFTY,2025-08-25,2025-09-02,55100,55139.30078125,53661.0,8.581563131823538,10.207261586659563,262.1140104988294,542.6275537990272,280.5135433001978,1,4207.703149502967,-1123.6116858039495,-26.703682410121438,EXPIRY,5,44161.51216883262,2025
BANKNIFTY,2025-09-15,2025-09-22,54900,54887.8515625,55284.75,9.436836215249624,8.941197759607144,286.9229110780684,593.9868573636716,307.06394628560315,1,4605.959194284047,960.6443154520732,20.856552890095596,EXPIRY,5,45122.15648428469,2025
BANKNIFTY,2025-09-24,2025-10-01,55100,55121.5,55347.94921875,8.181607334433235,8.183096034503318,249.81714381683483,517.1706212438205,267.3534774269857,1,4010.3021614047857,1090.1469658686524,27.183661529553678,EXPIRY,5,46212.30345015335,2025
