iteration,score,win_rate,profit_factor,total_return,max_drawdown,avg_trades_per_day,total_trades,avg_win,avg_loss,total_pnl
2,26,20.0,0.2772942994555754,-0.34588628106267605,-0.43722148075787226,0.3333333333333333,10,33.178198928802175,-29.912442298617798,-172.943140531338
2,26,22.22222222222222,0.1929030216823979,-0.16064368126136164,-0.16064368126135378,0.3,9,9.598800504152756,-14.21706309128376,-80.32184063068081
2,26,28.57142857142857,0.08439656645961012,-0.22200693757145062,-0.23061633189535788,0.23333333333333334,7,5.115922072505237,-24.24706258614716,-111.00346878572532
2,26,0.0,0.0,-0.12730641967115983,-0.12730641967116388,0.13333333333333333,4,0.0,-15.913302458894979,-63.653209835579915
2,26,0.0,0.0,-0.1226587293753655,-0.12265872937535459,0.13333333333333333,4,0.0,-15.332341171920687,-61.32936468768275
2,26,33.33333333333333,0.8417697829284517,-0.008391701437254071,-0.05301109327983711,0.1,3,22.321528807748535,-13.258689763187785,-4.195850718627035
2,26,0.0,0.0,-0.21048958876095958,-0.06503388975789436,0.16666666666666666,5,0.0,-21.04895887609596,-105.24479438047979
2,26,0.0,0.0,-0.1178386505071889,-0.11783865050718305,0.06666666666666667,2,0.0,-29.459662626797225,-58.91932525359445
2,26,0.0,0.0,-0.013101841335943085,-0.013101841335941571,0.03333333333333333,1,0.0,-6.550920667971543,-6.550920667971543
2,26,12.5,0.0049995852037666745,-0.35206686438759444,-0.3191366982715631,0.26666666666666666,8,0.8845163578596171,-25.27399265023669,-176.0334321937972
2,26,0.0,0.0,-0.044789649292599806,-0.04478964929260837,0.06666666666666667,2,0.0,-11.197412323149951,-22.394824646299902
2,26,16.666666666666664,0.0010752051682805127,-0.30487994755277475,-0.13489093816201134,0.2,6,0.16408066803920818,-30.520810888885315,-152.43997377638738
2,26,0.0,0.0,-0.30487201683202725,-0.11658870329884227,0.16666666666666666,5,0.0,-30.487201683202727,-152.43600841601364
2,26,0.0,0.0,-0.22336558354330446,-0.22336558354331648,0.13333333333333333,4,0.0,-27.92069794291306,-111.68279177165223
2,26,0.0,0.0,-0.28502838354924953,-0.09583750534319667,0.16666666666666666,5,0.0,-28.502838354924954,-142.51419177462478
2,26,18.181818181818183,0.042204195796988545,-0.37760224139901477,-0.21992419647307337,0.36666666666666664,11,4.15965460995273,-21.902269991045873,-188.80112069950738
2,26,0.0,0.0,-0.08496432670644762,-0.084964326706453,0.13333333333333333,4,0.0,-10.620540838305953,-42.48216335322381
2,26,0.0,0.0,-0.34376442149871383,-0.29250517211120575,0.16666666666666666,5,0.0,-34.37644214987138,-171.88221074935691
2,26,0.0,0.0,-0.20384970767765453,-0.11953332280796303,0.16666666666666666,5,0.0,-20.384970767765456,-101.92485383882727
2,26,0.0,0.0,-0.20589018252509544,-0.1549913099771979,0.13333333333333333,4,0.0,-25.736272815636934,-102.94509126254773
2,26,16.666666666666664,0.013341871293233193,-0.19044756104198704,-0.19044756104197585,0.2,6,1.2876429908213538,-19.302284702362975,-95.22378052099351
2,26,0.0,0.0,-0.08930633835280731,-0.009094452971411883,0.16666666666666666,5,0.0,-8.93063383528073,-44.65316917640365
2,26,22.22222222222222,0.058443078964001714,-0.31941769775509715,-0.2553797096246621,0.3,9,4.956618478217063,-24.231726547711812,-159.70884887754858
2,26,0.0,0.0,-0.2376216270897336,-0.23762162708972756,0.16666666666666666,5,0.0,-23.76216270897336,-118.8108135448668
2,26,12.5,0.1242870229400165,-0.31237880655278943,-0.22861401927143588,0.26666666666666666,8,22.16744122391951,-25.479549214330603,-156.18940327639473
2,26,12.5,0.01556881481190905,-0.33952701450452516,-0.24448545407669678,0.26666666666666666,8,2.684816009486397,-24.635474751678423,-169.76350725226257
3,51,100.0,0.0,0.014968836465426955,0.0,0.06666666666666667,2,3.7422091163567384,0.0,7.484418232713477
3,26,16.666666666666664,0.13796548016009846,-0.33404625102342705,-0.23372409847725378,0.4,12,13.365720965178758,-19.375456744207106,-167.02312551171352
3,26,0.0,0.0,-0.2546079495554016,-0.2076371703635583,0.16666666666666666,5,0.0,-25.460794955540162,-127.30397477770082
3,26,16.666666666666664,0.03560595854260134,-0.219952723686492,-0.21995272368648147,0.2,6,4.06038777939683,-22.80734992452857,-109.976361843246
3,26,11.11111111111111,0.006850330915033509,-0.38579516839619854,-0.3857951683962019,0.3,9,1.330526833568797,-24.278513878958513,-192.89758419809928
3,26,0.0,0.0,-0.2022156603697249,-0.13818310512925036,0.16666666666666666,5,0.0,-20.221566036972494,-101.10783018486246
3,26,0.0,0.0,-0.25473841417670495,0.0,0.16666666666666666,5,0.0,-25.473841417670492,-127.36920708835245
3,26,33.33333333333333,0.4669055784464963,-0.018598890208522862,-0.03488854780045222,0.1,3,8.144828795963761,-8.722136950112596,-9.29944510426143
3,26,0.0,0.0,-0.11491323738940615,-0.11491323738939535,0.06666666666666667,2,0.0,-28.728309347351537,-57.456618694703074
3,26,0.0,0.0,-0.19952248017091032,-0.19952248017092644,0.16666666666666666,5,0.0,-19.95224801709103,-99.76124008545514
3,26,0.0,0.0,-0.1540943636356655,-0.026184649744683902,0.16666666666666666,5,0.0,-15.40943636356655,-77.04718181783275
3,26,12.5,0.015899840805330683,-0.25829361494903696,-0.2582936149490124,0.26666666666666666,8,2.086590130258621,-18.747628229253873,-129.14680747451848
3,26,16.666666666666664,0.03720446151656405,-0.1824934397924936,0.0,0.2,6,3.525966774046303,-18.95453733405862,-91.2467198962468
3,26,20.0,0.2641617742203417,-0.226165055983123,-0.25394207187150464,0.3333333333333333,10,20.297994981112417,-19.20981474422329,-113.08252799156149
3,26,40.0,0.12443195523135114,-0.13930984903990407,-0.06830883063435444,0.16666666666666666,5,4.94952876666483,-26.517994017760568,-69.65492451995203
3,26,0.0,0.0,-0.302180541159426,-0.22701196971462584,0.16666666666666666,5,0.0,-30.218054115942596,-151.09027057971298
3,26,0.0,0.0,-0.16418338357856077,-0.08470204862747037,0.16666666666666666,5,0.0,-16.41833835785608,-82.09169178928039
3,26,16.666666666666664,0.10272627321598157,-0.20047256810845365,-0.12793909470828826,0.2,6,11.475762183313982,-22.34240924750816,-100.23628405422683
3,26,20.0,0.1722429915776558,-0.12076068119452898,-0.12076068119452976,0.16666666666666666,5,12.564182956025434,-18.236130888322485,-60.38034059726449
3,26,33.33333333333333,0.19015513692313893,-0.07583259531508547,-0.09362175220831903,0.2,6,4.451456755121903,-11.704802791946637,-37.91629765754274
3,26,0.0,0.0,-0.13773400352425175,-0.08129856066612541,0.1,3,0.0,-22.955667254041956,-68.86700176212587
3,26,16.666666666666664,0.015494868672466163,-0.21287170201475294,-0.21287170201475963,0.2,6,1.6751660107425081,-21.622203403623796,-106.43585100737647
3,26,0.0,0.0,-0.265119108003892,-0.08724884432281627,0.16666666666666666,5,0.0,-26.5119108003892,-132.559554001946
3,26,0.0,0.0,-0.2263933196965951,0.0,0.16666666666666666,5,0.0,-22.63933196965951,-113.19665984829754
3,26,16.666666666666664,0.016658231711441866,-0.27405663972619165,-0.2786863384624771,0.2,6,2.3213185658551083,-27.869927685790184,-137.02831986309582
3,26,28.57142857142857,0.10611279309115537,-0.20201607153901008,-0.20274081822824114,0.23333333333333334,7,5.995300479362671,-22.59972734564608,-101.00803576950504
3,26,20.0,0.0009347287342389277,-0.219289930311926,-0.21928993031191932,0.16666666666666666,5,0.10258418788399837,-27.43688733596175,-109.644965155963
3,26,0.0,0.0,-0.09126092503226789,-0.09126092503227119,0.06666666666666667,2,0.0,-22.815231258066973,-45.630462516133946
3,26,0.0,0.0,-0.011990208342294046,-0.011990208342293045,0.06666666666666667,2,0.0,-2.9975520855735116,-5.995104171147023
3,26,11.11111111111111,0.040302648859775726,-0.13651906571461372,-0.08523871867486567,0.3,9,2.8665703628459838,-8.890762902519105,-68.25953285730687
4,26,16.666666666666664,0.036635501225621016,-0.2863183903646627,-0.11261043480879968,0.2,6,5.444158340102518,-29.72067070448677,-143.15919518233136
4,26,0.0,0.0,-0.1908204672775503,-0.19082046727754642,0.1,3,0.0,-31.803411212925052,-95.41023363877515
4,26,14.285714285714285,0.2106564784455919,-0.24154391155195745,-0.2793230845598126,0.23333333333333334,7,32.231080897014515,-25.500506112165542,-120.77195577597873
4,26,25.0,0.08859423323341369,-0.28051290375779403,-0.28051290375778626,0.26666666666666666,8,6.816893892570892,-25.6483732773398,-140.25645187889702
4,26,0.0,0.0,-0.11720499345188037,-0.11720499345188727,0.1,3,0.0,-19.5341655753134,-58.60249672594019
4,26,11.11111111111111,0.015519663288442682,-0.37992183320480544,-0.37375811591677444,0.3,9,2.994604720578593,-24.11944016537267,-189.96091660240273
4,26,0.0,0.0,-0.224628809276772,-0.16792008103812556,0.16666666666666666,5,0.0,-22.4628809276772,-112.31440463838601
4,26,12.5,0.2667755868262289,-0.2697435049695581,-0.16855204015691438,0.26666666666666666,8,49.07159427448252,-26.277620965608797,-134.87175248477905
4,26,20.0,0.027801667414063803,-0.3888042655641845,-0.3888042655641911,0.3333333333333333,10,2.7796300708603905,-24.99517411547663,-194.40213278209225
4,26,0.0,0.0,-0.16680849917037363,-0.11655524272810942,0.16666666666666666,5,0.0,-16.680849917037364,-83.40424958518682
4,26,0.0,0.0,-0.29313845956730233,-0.2689942776066734,0.16666666666666666,5,0.0,-29.313845956730233,-146.56922978365117
4,26,18.181818181818183,0.037509683680737406,-0.4146946821922014,-0.2986373235223109,0.36666666666666664,11,4.040317624336938,-23.936441816086067,-207.34734109610073
4,26,0.0,0.0,-0.24856663121764697,-0.23653188735824648,0.16666666666666666,5,0.0,-24.856663121764697,-124.28331560882349
4,26,0.0,0.0,-0.1858056049389013,-0.12773189071953855,0.16666666666666666,5,0.0,-18.58056049389013,-92.90280246945065
4,26,0.0,0.0,-0.37991367635062856,-0.3799136763506249,0.13333333333333333,4,0.0,-47.489209543828565,-189.95683817531426
4,26,0.0,0.0,-0.11799658456091569,-0.0919026917887366,0.16666666666666666,5,0.0,-11.79965845609157,-58.998292280457854
4,26,0.0,0.0,-0.16226147456918197,-0.1622614745691826,0.16666666666666666,5,0.0,-16.2261474569182,-81.13073728459099
4,26,12.5,0.12936234437163893,-0.3602870182193446,-0.2891255951985713,0.26666666666666666,8,26.76634362310228,-29.558550390396366,-180.14350910967232
4,26,33.33333333333333,0.8634268210577606,-0.012877096618527234,-0.09428715592813386,0.1,3,40.705029654801024,-23.57178898203232,-6.438548309263616
4,26,0.0,0.0,-0.249986523814955,-0.13912283193294736,0.16666666666666666,5,0.0,-24.998652381495496,-124.99326190747749
4,26,0.0,0.0,-0.4145268115149356,-0.29222064060918224,0.16666666666666666,5,0.0,-41.452681151493564,-207.2634057574678
4,26,27.77777777777778,0.24581827963233638,-0.37620023099863503,-0.31920853779505776,0.6,18,12.261884779743735,-19.18534918446432,-188.10011549931752
4,26,25.0,0.06708193296915958,-0.2813116358458246,-0.28910664822291304,0.26666666666666666,8,5.056962922616011,-25.128290628024047,-140.6558179229123
4,26,0.0,0.0,-0.2250701447485863,-0.1237809266459159,0.16666666666666666,5,0.0,-22.50701447485863,-112.53507237429315
4,26,0.0,0.0,-0.2501524250891553,-0.25015242508915253,0.13333333333333333,4,0.0,-31.269053136144414,-125.07621254457766
4,26,0.0,0.0,-0.3265136143962298,-0.2699457515344679,0.16666666666666666,5,0.0,-32.65136143962298,-163.2568071981149
4,26,0.0,0.0,-0.2949328563667127,-0.29493285636672223,0.16666666666666666,5,0.0,-29.493285636671267,-147.46642818335633
4,26,16.666666666666664,0.002609031899468644,-0.2510633667165116,-0.15959791836681297,0.2,6,0.32837290165101507,-25.172011251981363,-125.5316833582558
4,26,14.285714285714285,0.06751705677019161,-0.2146274337706111,-0.21462743377061272,0.23333333333333334,7,7.770122089385829,-19.180639829115233,-107.31371688530555
5,31,50.0,0.13346564245596065,-0.05294958286238806,-0.061100018128137056,0.06666666666666667,2,4.077709113885071,-30.552500545079102,-26.47479143119403
5,26,11.11111111111111,0.03977356357228408,-0.27418728128630787,-0.26810691862090236,0.3,9,5.678559165442039,-17.8465249760745,-137.09364064315395
5,26,0.0,0.0,-0.12811845237952474,-0.12811845237952366,0.1,3,0.0,-21.353075396587457,-64.05922618976237
5,26,0.0,0.0,-0.33769579914614667,-0.20556429062760145,0.16666666666666666,5,0.0,-33.76957991461467,-168.84789957307333
5,26,0.0,0.0,-0.18144621369415165,-0.09240853098175737,0.16666666666666666,5,0.0,-18.144621369415166,-90.72310684707583
5,26,0.0,0.0,-0.19857605230019873,-0.19857605230021,0.16666666666666666,5,0.0,-19.857605230019875,-99.28802615009937
5,26,16.666666666666664,0.03307618209894812,-0.28574174930086044,-0.22421792401312723,0.2,6,4.887275480328697,-29.55163002615178,-142.8708746504302
5,26,0.0,0.0,-0.2127666902813827,-0.21276669028137984,0.16666666666666666,5,0.0,-21.27666902813827,-106.38334514069135
5,26,0.0,0.0,-0.16586754712382776,-0.1359089897197726,0.16666666666666666,5,0.0,-16.586754712382778,-82.93377356191388
5,26,0.0,0.0,-0.15101311949652257,-0.13088894102916435,0.16666666666666666,5,0.0,-15.101311949652256,-75.50655974826128
5,26,14.285714285714285,0.05277697637344775,-0.16315781976628307,-0.1057888787866106,0.23333333333333334,7,4.545379590743188,-14.354048245647453,-81.57890988314153
5,26,10.0,0.0031265194053598407,-0.30830955544411237,-0.2685353546916327,0.3333333333333333,10,0.48347951205347073,-17.182028581567742,-154.1547777220562
5,26,25.0,0.09640182170168363,-0.4074071255349239,-0.3986970274537243,0.4,12,7.2441471624361204,-25.048444917196704,-203.70356276746196
5,26,25.0,0.2684977774529394,-0.05655552343650218,-0.05521272675104959,0.13333333333333333,4,10.379348057559419,-12.885703258603504,-28.27776171825109
5,26,30.76923076923077,0.15858781871764183,-0.3267670981510981,-0.15125582851583907,0.43333333333333335,13,7.698557626878206,-21.57530884256243,-163.38354907554904
5,26,0.0,0.0,-0.060793852145055324,-0.04725947926510559,0.13333333333333333,4,0.0,-7.599231518131915,-30.39692607252766
5,26,0.0,0.0,-0.2119917295435462,-0.14972270647637412,0.16666666666666666,5,0.0,-21.19917295435462,-105.9958647717731
5,26,0.0,0.0,-0.06760844567284383,-0.06760844567284222,0.1,3,0.0,-11.268074278807305,-33.804222836421914
5,26,0.0,0.0,-0.2865821179225515,0.0,0.16666666666666666,5,0.0,-28.658211792255152,-143.29105896127575
5,26,0.0,0.0,-0.11458240821160483,-0.114582408211616,0.16666666666666666,5,0.0,-11.458240821160484,-57.291204105802414
5,26,0.0,0.0,-0.22873372635993705,-0.2287337263599329,0.16666666666666666,5,0.0,-22.873372635993707,-114.36686317996853
5,26,27.27272727272727,0.06321983594880867,-0.2439274824703418,-0.21906035832276763,0.36666666666666664,11,2.7436275903642717,-16.27432800078296,-121.96374123517089
5,26,0.0,0.0,-0.09123045501826582,-0.09123045501827437,0.1,3,0.0,-15.205075836377636,-45.61522750913291
5,26,19.047619047619047,0.15152880080251457,-0.47788217743227274,-0.4670951587884587,0.7,21,10.668145444962878,-16.565510029175755,-238.94108871613636
5,26,15.384615384615385,0.1358960098264365,-0.29508710420198486,-0.23734806029225486,0.43333333333333335,13,11.601948512074607,-15.522495375012879,-147.54355210099243
5,26,0.0,0.0,-0.1972822997924224,-0.18526796561670783,0.16666666666666666,5,0.0,-19.72822997924224,-98.6411498962112
5,26,0.0,0.0,-0.2078135937282741,-0.20781359372827865,0.06666666666666667,2,0.0,-51.953398432068525,-103.90679686413705
5,26,0.0,0.0,-0.3286582126290528,0.0,0.16666666666666666,5,0.0,-32.86582126290528,-164.3291063145264
5,26,0.0,0.0,-0.11400755307778372,-0.11400755307779764,0.16666666666666666,5,0.0,-11.400755307778372,-57.003776538891856
5,26,0.0,0.0,-0.23827951573818407,-0.1044614176892707,0.16666666666666666,5,0.0,-23.827951573818407,-119.13975786909204
6,51,100.0,0.0,0.029266144400990724,0.0,0.03333333333333333,1,14.633072200495363,0.0,14.633072200495363
6,26,0.0,0.0,-0.15651663280957218,-0.15651663280956563,0.1,3,0.0,-26.08610546826203,-78.25831640478609
6,26,0.0,0.0,-0.25989623678869533,-0.2598962367886998,0.16666666666666666,5,0.0,-25.98962367886953,-129.94811839434766
6,26,0.0,0.0,-0.0772004884709822,-0.07720048847097497,0.06666666666666667,2,0.0,-19.30012211774555,-38.6002442354911
6,26,0.0,0.0,-0.16246358143789202,-0.16246358143788528,0.1,3,0.0,-27.077263572982,-81.231790718946
6,26,18.181818181818183,0.092203703196369,-0.35517971037132967,-0.3148690893264961,0.36666666666666664,11,9.018786679280328,-21.73638094935839,-177.58985518566485
6,26,0.0,0.0,-0.22696593160517597,0.0,0.16666666666666666,5,0.0,-22.696593160517597,-113.48296580258798
6,26,0.0,0.0,-0.3675801899542297,-0.022871804913627457,0.16666666666666666,5,0.0,-36.75801899542297,-183.79009497711485
6,26,0.0,0.0,-0.13775778093041974,-0.10564510626720379,0.16666666666666666,5,0.0,-13.775778093041975,-68.87889046520988
6,26,0.0,0.0,-0.20162973406896326,0.0,0.16666666666666666,5,0.0,-20.162973406896327,-100.81486703448164
6,26,0.0,0.0,-0.1174692297018237,-0.11746922970181913,0.06666666666666667,2,0.0,-29.367307425455927,-58.73461485091185
6,26,0.0,0.0,-0.18097604532751035,-0.11287978524386999,0.16666666666666666,5,0.0,-18.097604532751035,-90.48802266375517
6,26,0.0,0.0,-0.3236878233294209,-0.07809766850486216,0.16666666666666666,5,0.0,-32.36878233294209,-161.84391166471045
6,26,25.0,0.07563196060367745,-0.12559663138988156,-0.13587297054527153,0.13333333333333333,4,5.138169577692082,-22.64549509087762,-62.79831569494078
6,26,16.666666666666664,0.1700590861614574,-0.17894555110858668,-0.215533369283654,0.2,6,18.333423733406136,-21.561239857539896,-89.47277555429334
6,26,12.5,0.05855309228521658,-0.3883439594378797,-0.22890454951917832,0.26666666666666666,8,12.076485412527056,-29.464066447352415,-194.17197971893984
6,26,0.0,0.0,-0.16862675528076687,-0.11288717553913966,0.16666666666666666,5,0.0,-16.862675528076686,-84.31337764038344
6,26,0.0,0.0,-0.1900945458368616,-0.1359134516289262,0.16666666666666666,5,0.0,-19.00945458368616,-95.0472729184308
6,26,25.0,0.25139638339945936,-0.1811033184582231,-0.12302976053546003,0.26666666666666666,8,15.204548265738689,-20.160125960098156,-90.55165922911155
6,26,0.0,0.0,-0.1635712846507282,-0.16295809281804907,0.13333333333333333,4,0.0,-20.446410581341027,-81.78564232536411
6,26,0.0,0.0,-0.1672410663913501,-0.16724106639134698,0.16666666666666666,5,0.0,-16.724106639135012,-83.62053319567507
6,26,11.11111111111111,0.05206609302319277,-0.33566930060559624,-0.03652575111258418,0.3,9,9.218463914904902,-22.131639277212884,-167.83465030279814
6,26,11.11111111111111,0.0052188177499355405,-0.3366899907913956,-0.3366899907913903,0.3,9,0.8831709583575886,-21.153520794256924,-168.3449953956978
6,26,0.0,0.0,-0.16768744335206612,-0.16768744335208613,0.16666666666666666,5,0.0,-16.768744335206613,-83.84372167603306
6,26,20.0,0.06352060124506587,-0.19379215077961173,-0.19379215077961273,0.16666666666666666,5,6.5723783942612535,-25.86711344601678,-96.89607538980587
6,26,14.285714285714285,0.137711943521945,-0.22373605647307593,-0.19545974990498602,0.23333333333333334,7,17.86591321854118,-21.622323575846526,-111.86802823653798
6,26,12.5,0.1202499841257049,-0.21167776832705223,-0.19596043818127284,0.26666666666666666,8,14.466750680189676,-17.18651926338797,-105.83888416352613
6,26,0.0,0.0,-0.21943672387697613,-0.12565280348960478,0.16666666666666666,5,0.0,-21.943672387697614,-109.71836193848807
6,26,0.0,0.0,-0.028362799429404645,-0.02836279942940746,0.06666666666666667,2,0.0,-7.0906998573511615,-14.181399714702323
6,26,16.666666666666664,0.004186810700160769,-0.2445563935341997,-0.24558208469137766,0.2,6,0.5141081360659783,-24.558460980633164,-122.27819676709986
7,26,0.0,0.0,-0.24259036295657185,-0.05171147876338611,0.16666666666666666,5,0.0,-24.25903629565719,-121.29518147828594
7,26,0.0,0.0,-0.2971872458109631,0.0,0.16666666666666666,5,0.0,-29.718724581096314,-148.59362290548157
7,26,20.0,0.027525630274279976,-0.34526335771344546,-0.3452633577134402,0.3333333333333333,10,2.4431470451908144,-22.189746618388043,-172.63167885672271
7,26,10.0,0.007318250521031016,-0.3916394044318369,-0.2862534303153389,0.3333333333333333,10,1.4436224283582888,-21.918147182697414,-195.81970221591848
7,26,0.0,0.0,-0.1559343511289919,-0.06744615316830142,0.16666666666666666,5,0.0,-15.59343511289919,-77.96717556449595
7,26,0.0,0.0,-0.10546612384610618,-0.021474315167675534,0.16666666666666666,5,0.0,-10.546612384610619,-52.73306192305309
7,26,0.0,0.0,-0.2136450575485956,-0.05146133904897226,0.16666666666666666,5,0.0,-21.364505754859557,-106.8225287742978
7,26,10.0,0.0067219473784370645,-0.3319857745454728,-0.3319857745454647,0.3333333333333333,10,1.1233465297025802,-18.56847042249322,-165.9928872727364
7,26,0.0,0.0,-0.07076337569391715,-0.07076337569391762,0.06666666666666667,2,0.0,-17.690843923479285,-35.38168784695857
7,26,0.0,0.0,-0.20364483131324213,-0.19209573043924247,0.16666666666666666,5,0.0,-20.364483131324214,-101.82241565662106
7,26,15.384615384615385,0.045180965120850555,-0.4457768758705097,-0.30193999260563614,0.43333333333333335,13,5.273415365807095,-21.22138806062446,-222.88843793525487
7,26,21.428571428571427,0.01928219445815714,-0.5832304470909454,-0.5306730353657615,0.4666666666666667,14,1.9111788717707274,-27.03170546916226,-291.6152235454727
7,26,18.181818181818183,0.10644586408634521,-0.40988246551172763,-0.36689850715098266,0.36666666666666664,11,12.206952959438118,-25.483904297193337,-204.9412327558638
7,26,11.11111111111111,0.022414107838088247,-0.30665686239294404,-0.14698342584002652,0.3,9,3.5155171724935386,-19.60549354612069,-153.32843119647202
7,26,0.0,0.0,-0.19819428639946288,0.0,0.16666666666666666,5,0.0,-19.81942863994629,-99.09714319973145
7,26,16.666666666666664,0.055535448285794695,-0.11594878812675107,-0.12275832182275567,0.2,6,3.4089516197968805,-12.276669136634483,-57.974394063375534
7,26,0.0,0.0,-0.07401335633599722,-0.068480964458531,0.16666666666666666,5,0.0,-7.401335633599722,-37.00667816799861
7,26,0.0,0.0,-0.21610841619259558,-0.1881499394285075,0.16666666666666666,5,0.0,-21.61084161925956,-108.0542080962978
7,26,0.0,0.0,-0.26776417568906563,-0.104926259966834,0.16666666666666666,5,0.0,-26.77641756890656,-133.8820878445328
7,26,0.0,0.0,-0.08369981798157206,-0.08369981798157096,0.03333333333333333,1,0.0,-41.84990899078603,-41.84990899078603
7,26,0.0,0.0,-0.11323352198921208,-0.11323352198921204,0.1,3,0.0,-18.872253664868676,-56.61676099460603
7,26,0.0,0.0,-0.22331938815851193,-0.223319388158503,0.16666666666666666,5,0.0,-22.331938815851196,-111.65969407925597
7,26,0.0,0.0,-0.28962216194815654,-0.28962216194816576,0.16666666666666666,5,0.0,-28.962216194815653,-144.81108097407827
7,26,0.0,0.0,-0.27298199047905203,-0.16628862884168694,0.16666666666666666,5,0.0,-27.298199047905207,-136.49099523952603
7,26,0.0,0.0,-0.15017413247794845,-0.07049446297892334,0.16666666666666666,5,0.0,-15.017413247794844,-75.08706623897422
7,26,0.0,0.0,-0.2004901965415625,-0.05206735973024535,0.16666666666666666,5,0.0,-20.04901965415625,-100.24509827078126
