index,entry_date,exit_date,strike,entry_spot,exit_spot,entry_vix,exit_vix,net_debit,lots,total_cost,pnl,pnl_pct,exit_reason,days_held,capital_after,year
NIFTY,2024-07-30,2024-08-02,24850,24857.30078125,24717.69921875,9.012149390455374,9.98632401999866,132.80319617778258,1,6640.159808889129,1618.7883906958832,24.37875649511965,QUICK_PROFIT,3,46860.35211099242,2024
NIFTY,2024-09-09,2024-09-16,24950,24936.400390625,25383.75,8.976682020682642,9.181597446040628,132.70148465557546,1,6635.074232778773,-73.57206335974666,-1.1088355725740635,BREAKEVEN,5,46786.780047632674,2024
NIFTY,2024-09-18,2024-09-23,25400,25377.55078125,25939.05078125,9.134330641881705,10.199367585363687,137.42084388730873,1,6871.042194365436,-232.0886050854611,-3.37777877824392,BREAKEVEN,3,46554.69144254721,2024
NIFTY,2024-10-09,2024-10-15,25000,24981.94921875,25057.349609375,14.587384933232586,12.962799428476762,216.0378975792105,1,10801.894878960524,646.8157123946781,5.987983771759513,DELAYED_PROFIT,4,47201.50715494189,2024
NIFTY,2024-10-29,2024-10-31,24450,24466.849609375,24205.349609375,11.70081651093514,9.582949173075948,169.71506667109819,1,8485.753333554909,-4776.067676863522,-56.283366828230676,STOP_LOSS,2,42425.43947807837,2024
NIFTY,2024-11-19,2024-11-25,23500,23518.5,24221.900390625,11.962035452439709,15.642422123189872,166.77881434517383,1,8338.94071725869,1168.9575132606649,14.018057603423555,QUICK_PROFIT,3,43594.39699133903,2024
NIFTY,2024-12-10,2024-12-16,24600,24610.05078125,24668.25,14.591605439605374,13.24540968682449,212.88338403462123,1,10644.169201731062,872.4864134104209,8.196848404744717,DELAYED_PROFIT,4,44466.88340474945,2024
NIFTY,2024-12-31,2025-01-02,23650,23644.80078125,24188.650390625,10.903470647477825,12.813065127207446,152.8363282668765,1,7641.816413343825,-206.790327159392,-2.7060363135432466,BREAKEVEN,2,44260.09307759006,2025
NIFTY,2025-01-20,2025-01-21,23350,23344.75,23024.650390625,12.536680571260714,13.038508142887858,173.49939529355487,1,8674.969764677744,-4061.9799168747554,-46.824139185062045,STOP_LOSS,1,40198.11316071531,2025
NIFTY,2025-01-29,2025-02-03,23150,23163.099609375,23361.05078125,14.224094641952911,11.643648317840508,195.32034635484302,1,9766.017317742151,-178.54558662100004,-1.8282333607644963,BREAKEVEN,4,40019.567574094304,2025
NIFTY,2025-02-17,2025-02-20,22950,22959.5,22913.150390625,11.56191733734013,11.202759924925124,157.3687385900322,1,7868.4369295016095,720.1334842510107,9.152179660371559,DELAYED_PROFIT,3,40739.701058345316,2025
NIFTY,2025-03-10,2025-03-12,22450,22460.30078125,22470.5,10.750741294724296,9.777987982344753,143.14630979286736,1,7157.315489643368,-129.52513807499457,-1.8096888178593968,BREAKEVEN,2,40610.17592027032,2025
NIFTY,2025-04-01,2025-04-04,23150,23165.69921875,22904.44921875,11.959795465866538,13.146906189827904,164.24620486091337,1,8212.310243045667,-3174.701117806607,-38.65783225244079,STOP_LOSS,3,37435.47480246371,2025
NIFTY,2025-06-24,2025-07-01,25050,25044.349609375,25541.80078125,9.593227316066733,10.164044821747304,142.42973649255092,1,7121.4868246275455,187.3342784097801,2.630550094706911,TIME_STOP,5,37622.809080873485,2025
NIFTY,2025-07-14,2025-07-17,25100,25082.30078125,25111.44921875,8.848415182643688,8.942781723386382,131.5706564207214,1,6578.53282103607,935.1949061203811,14.215858331358067,QUICK_PROFIT,3,38558.00398699386,2025
NIFTY,2025-07-23,2025-07-25,25200,25219.900390625,24837.0,7.640327075786914,6.84178086773527,114.23034681112749,1,5711.517340556375,-2993.858956623648,-52.417926412738645,STOP_LOSS,2,35564.145030370215,2025
NIFTY,2025-08-12,2025-08-14,24500,24487.400390625,24631.30078125,8.888590706226687,9.143685269424937,129.03328939586154,1,6451.664469793077,752.1941122496926,11.658915552281,QUICK_PROFIT,2,36316.33914261991,2025
NIFTY,2025-09-03,2025-09-08,24700,24715.05078125,24773.150390625,9.889828664854384,9.75903852698887,144.90269156969842,1,7245.134578484921,843.9489033146074,11.648491745354042,QUICK_PROFIT,3,37160.28804593452,2025
NIFTY,2025-09-23,2025-09-25,25150,25169.5,24890.849609375,7.765739711431223,6.629993507155482,115.87335877500604,1,5793.667938750302,-3154.4248660327953,-54.446076291925124,STOP_LOSS,2,34005.863179901724,2025
NIFTY,2025-10-14,2025-10-17,25150,25145.5,25709.849609375,7.987232491904428,8.793827775164743,119.06463347084751,1,5953.231673542376,-279.7481066832511,-4.699096591965677,BREAKEVEN,3,33726.115073218476,2025
NIFTY,2025-11-04,2025-11-10,25600,25597.650390625,25574.349609375,7.835033293051853,7.791801585743986,118.89596801612848,1,5944.798400806424,722.5558168858256,12.15442085955025,QUICK_PROFIT,3,34448.6708901043,2025
NIFTY,2025-11-25,2025-12-02,25900,25884.80078125,26032.19921875,7.117052730819619,7.769899210929069,109.21220813039213,1,5460.610406519607,2132.0544115993416,39.04425060344554,QUICK_PROFIT,5,36580.72530170364,2025
NIFTY,2025-12-15,2025-12-18,26050,26027.30078125,25815.55078125,8.287420885567288,7.952544354065813,127.87177807794214,1,6393.588903897107,475.4905697226562,7.436990035953496,DELAYED_PROFIT,3,37056.2158714263,2025
NIFTY,2025-12-24,2025-12-29,26150,26142.099609375,25942.099609375,7.138960303264054,7.362497625493527,110.63731048022562,1,5531.865524011281,577.3697740447261,10.437162138859483,QUICK_PROFIT,2,37633.58564547102,2025
NIFTY,2026-01-05,2026-01-07,26250,26250.30078125,26140.75,7.750093912032957,6.907344143485323,120.60558700459555,1,6030.279350229777,-254.83105595199405,-4.225858225660541,BREAKEVEN,2,37378.75458951903,2026
NIFTY,2026-01-14,2026-01-20,25650,25665.599609375,25232.5,7.608843191477669,8.708417020369023,115.77005149548519,1,5788.502574774259,-2112.4598524413086,-36.494064313752,STOP_LOSS,3,35266.29473707772,2026
NIFTY,2026-01-27,2026-01-29,25200,25175.400390625,25418.900390625,9.138536185852821,9.665920990902508,136.38895436089086,1,6819.447718044543,1039.3581768401248,15.241090185205755,QUICK_PROFIT,2,36305.652913917846,2026
NIFTY,2026-02-16,2026-02-19,25700,25682.75,25454.349609375,14.201257570125122,14.15923503914497,216.2193245497929,1,10810.966227489645,1248.0767110848346,11.544543612681728,QUICK_PROFIT,3,37553.72962500268,2026
NIFTY,2026-02-25,2026-02-27,25500,25482.5,25178.650390625,14.159730169134685,14.76768157789694,213.90610904624324,1,10695.305452312163,-4748.66975550274,-44.39957116396475,STOP_LOSS,2,32805.059869499935,2026
NIFTY,2026-05-13,2026-05-19,23400,23412.599609375,23618.0,14.667282705752156,13.755613828951777,203.57548525380966,1,10178.774262690484,1272.2869613544888,12.499412291890184,QUICK_PROFIT,4,34077.346830854425,2026
NIFTY,2026-06-03,2026-06-05,23400,23405.599609375,23366.69921875,13.516506261538256,12.52550451309458,187.54711982533374,1,9377.355991266686,-15.775879548085925,-0.1682337704015749,BREAKEVEN,2,34061.57095130634,2026
NIFTY,2026-06-23,2026-06-29,23800,23824.099609375,23946.25,12.687319525936477,11.76360828936216,179.18949744362612,1,8959.474872181307,465.69340374540076,5.197775655260266,DELAYED_PROFIT,3,34527.26435505174,2026
NIFTY,2026-07-14,2026-07-20,24050,24052.05078125,24238.5,12.075966100395647,12.254191327976196,172.1869268697627,1,8609.346343488134,1859.8426555443766,21.602600027249558,QUICK_PROFIT,4,36387.10701059611,2026
NIFTY,2026-08-03,2026-08-10,24750,24774.30078125,24583.80078125,13.291912281639293,10.392322781897088,195.2158383699523,1,9760.791918497616,-170.54831494426708,-1.7472794868320267,BREAKEVEN,5,36216.558695651845,2026
NIFTY,2026-08-12,2026-08-18,24450,24435.94921875,24154.900390625,10.260498562192922,9.7147897548159,148.63594733134548,1,7431.7973665672735,-3296.2661375511984,-44.35355237724591,STOP_LOSS,4,32920.29255810065,2026
BANKNIFTY,2022-11-14,2022-11-17,42100,42076.26171875,42457.55859375,12.939978443632036,10.995052619969487,322.77276182779093,1,4841.591427416864,-155.7819080536916,-3.2175765012209214,BREAKEVEN,3,32764.51065004696,2022
BANKNIFTY,2022-11-23,2022-11-29,42700,42728.60546875,43052.94921875,8.461393831637597,7.548212183435404,214.33189621404884,1,3214.9784432107326,221.32023313346536,6.8840347468220475,DELAYED_PROFIT,4,32985.830883180424,2022
BANKNIFTY,2022-12-13,2022-12-15,43900,43946.0390625,43497.6953125,6.532700243867481,8.16681502203378,170.19180563127503,1,2552.8770844691253,855.8857223172596,33.52631928596133,QUICK_PROFIT,2,33841.716605497684,2022
BANKNIFTY,2023-05-09,2023-05-16,43200,43198.1484375,43903.69921875,13.471771758802426,12.300133666886955,344.9975623071308,1,5174.963434606962,-613.9489947515136,-11.86383251803871,TIME_STOP,5,33227.767610746174,2023
BANKNIFTY,2023-05-29,2023-05-31,44300,44311.8984375,44128.1484375,12.318947045801847,12.64270756416541,323.60865079402805,1,4854.129761910421,499.3185596230825,10.286469132761042,QUICK_PROFIT,2,33727.08617036926,2023
BANKNIFTY,2023-06-07,2023-06-12,44300,44275.30078125,43944.19921875,7.655578521939802,7.2946431195339585,200.93968320046866,1,3014.09524800703,203.54810598229477,6.753207487947972,DELAYED_PROFIT,3,33930.63427635155,2023
BANKNIFTY,2023-06-27,2023-07-05,44100,44121.5,45151.80078125,9.452541844769458,9.862130280334611,247.2435979868173,1,3708.6539698022593,52.285234002038976,1.4098169963488603,TIME_STOP,5,33982.91951035359,2023
BANKNIFTY,2023-07-18,2023-07-24,45400,45410.8515625,45923.05078125,9.007872590647317,9.688299841057125,242.49794270259238,1,3637.4691405388858,-109.02323011857774,-2.997227630154578,BREAKEVEN,4,33873.896280235014,2023
BANKNIFTY,2023-08-07,2023-08-10,44800,44837.5,44541.80078125,10.859464427956341,11.194326321431546,288.6529327838194,1,4329.79399175729,675.1363157354863,15.592804577325289,QUICK_PROFIT,3,34549.0325959705,2023
BANKNIFTY,2023-08-28,2023-08-31,44500,44494.6484375,43989.1484375,9.64616597888514,8.734579479642491,254.44193387682293,1,3816.629008152344,-1888.2612539592405,-49.47458214895665,STOP_LOSS,3,32660.77134201126,2023
BANKNIFTY,2023-09-06,2023-09-12,44400,44409.1015625,45511.3515625,8.332970617881195,8.845251655109339,219.3804966048115,1,3290.7074490721725,-98.17670672707138,-2.9834528971802907,BREAKEVEN,4,32562.59463528419,2023
BANKNIFTY,2023-09-27,2023-10-03,44600,44588.30078125,44399.05078125,11.684626793649059,11.290837958855663,308.8601978968115,1,4632.902968452172,398.9988716592899,8.612286386662513,DELAYED_PROFIT,3,32961.59350694348,2023
BANKNIFTY,2023-10-09,2023-10-13,43900,43886.5,44287.94921875,11.858594868614473,11.525924166469002,308.52499694137464,1,4627.87495412062,769.7813375345061,16.633581182851525,QUICK_PROFIT,4,33731.374844477985,2023
BANKNIFTY,2023-10-18,2023-10-23,43900,43888.69921875,43151.19921875,11.838752748571979,10.559536189549416,308.0241993983048,1,4620.362990974572,-2333.5006774993926,-50.50470454502511,STOP_LOSS,3,31397.874166978592,2023
BANKNIFTY,2023-10-30,2023-11-02,43000,43039.1484375,43017.19921875,12.553805182644648,12.285257176590148,320.30611675496596,1,4804.591751324489,500.08205618002137,10.40841932183235,QUICK_PROFIT,3,31897.956223158613,2023
BANKNIFTY,2023-11-08,2023-11-13,43700,43658.6484375,43891.25,11.415354647132304,11.159235066363788,295.45127812183244,1,4431.769171827486,484.60214262085884,10.934733372429415,QUICK_PROFIT,3,32382.55836577947,2023
BANKNIFTY,2023-11-20,2023-11-22,43600,43584.94921875,43449.6015625,11.503989341044784,10.679466583836636,297.24269662677625,1,4458.640449401644,-6.045634322463229,-0.13559367235531544,BREAKEVEN,2,32376.512731457005,2023
BANKNIFTY,2024-01-10,2024-01-17,47400,47360.8515625,46064.44921875,12.301048318775356,19.063616694889536,345.37254003804964,1,5180.588100570744,-235.99654570598972,-4.555400682791014,BREAKEVEN,5,32140.516185751017,2024
BANKNIFTY,2024-02-21,2024-02-26,47000,47019.69921875,46576.5,14.620915427622691,14.212594096759778,407.5497108274994,1,6113.245662412491,531.4103654608389,8.69276968089528,DELAYED_PROFIT,3,32671.926551211858,2024
BANKNIFTY,2024-03-13,2024-03-18,47000,46981.30078125,46575.8984375,13.403478824876885,13.145195387734882,373.30924662292654,1,5599.638699343898,545.9089087023921,9.749002355569038,DELAYED_PROFIT,3,33217.83545991425,2024
BANKNIFTY,2024-04-16,2024-04-19,47500,47484.80078125,47574.1484375,10.819663404780801,11.769159829941918,304.5752071232465,1,4568.628106848698,804.0930441100638,17.600317322932707,QUICK_PROFIT,2,34021.92850402431,2024
BANKNIFTY,2024-05-08,2024-05-09,48000,48021.1015625,47487.8984375,14.736199906335578,15.179528426613478,419.51143204731443,1,6292.671480709716,-2969.719719925507,-47.1933061979992,STOP_LOSS,1,31052.208784098806,2024
BANKNIFTY,2024-05-29,2024-05-31,48500,48501.3515625,48983.94921875,12.360584261346602,12.659795819721136,355.40130504172,1,5331.0195756258,619.5469430028036,11.621546952021387,QUICK_PROFIT,2,31671.75572710161,2024
BANKNIFTY,2024-07-09,2024-07-11,52600,52568.80078125,52270.6484375,12.992733623724225,13.387534694460609,404.90653130609167,1,6073.597969591375,641.252003483721,10.55802518859943,QUICK_PROFIT,2,32313.00773058533,2024
BANKNIFTY,2024-07-30,2024-08-05,51500,51499.30078125,50092.1015625,10.880535540658839,11.330497586032976,332.18329000213254,1,4982.749350031988,-1981.9833015502602,-39.7769015119642,STOP_LOSS,4,30331.02442903507,2024
BANKNIFTY,2024-08-20,2024-08-23,50800,50803.1484375,50933.44921875,14.56576169996595,13.812583673003894,438.6821930590545,1,6580.232895885818,481.48411957172215,7.317128849235141,DELAYED_PROFIT,3,30812.508548606795,2024
BANKNIFTY,2024-09-09,2024-09-11,51100,51117.80078125,51010.0,12.17304465453565,10.995812763698423,368.89057039326957,1,5533.3585558990435,-151.15056843090088,-2.7316243273221676,BREAKEVEN,2,30661.357980175893,2024
BANKNIFTY,2024-09-18,2024-09-24,52800,52750.3984375,53968.6015625,10.806016364958259,11.748924645125127,337.9228372219477,1,5068.8425583292155,-40.27320147438445,-0.7945246081515549,BREAKEVEN,4,30621.08477870151,2024
BANKNIFTY,2025-02-18,2025-02-20,49100,49087.30078125,49334.55078125,12.048807117732023,12.562242526825026,350.6221766084046,1,5259.332649126069,687.6431136335759,13.074721823268586,QUICK_PROFIT,2,31308.727892335082,2025
BANKNIFTY,2025-03-11,2025-03-17,47900,47853.94921875,48354.1484375,8.554433029414454,8.44592105221885,242.68067415646365,1,3640.2101123469547,459.1215548013049,12.612501493912262,QUICK_PROFIT,3,31767.84944713639,2025
BANKNIFTY,2025-06-16,2025-06-19,55900,55944.8984375,55577.44921875,9.80180677929586,9.275304571000891,325.08191133647586,1,4876.228670047138,298.16051399582904,6.114572022171937,DELAYED_PROFIT,3,32066.00996113222,2025
BANKNIFTY,2025-06-25,2025-07-02,56600,56621.1484375,56999.19921875,10.005711298160632,10.879118591053146,335.8557741406315,1,5037.836612109473,1945.3187386638388,38.61416890710323,QUICK_PROFIT,5,34011.32869979606,2025
BANKNIFTY,2025-07-15,2025-07-18,57000,57006.6484375,56283.0,8.386742214372731,8.311136893937505,283.4294541323399,1,4251.441811985099,-1903.755981585611,-44.779067097162084,STOP_LOSS,3,32107.57271821045,2025
BANKNIFTY,2025-08-04,2025-08-07,55600,55619.3515625,55521.1484375,9.069269338106126,8.862032754070993,299.0366361623883,1,4485.549542435824,453.2806243234194,10.105353202213674,QUICK_PROFIT,3,32560.85334253387,2025
BANKNIFTY,2025-08-13,2025-08-20,55200,55181.44921875,55698.5,10.11980927558494,8.981779318407789,331.0484869814162,1,4965.727304721243,324.2009000489264,6.528769707927524,DELAYED_PROFIT,4,32885.054242582795,2025
BANKNIFTY,2025-08-25,2025-08-26,55100,55139.30078125,54450.44921875,8.581563131823538,9.19268148684767,280.5135433001978,1,4207.703149502967,-1900.2840338040237,-45.16202703198048,STOP_LOSS,1,30984.770208778773,2025
BANKNIFTY,2025-09-15,2025-09-22,54900,54887.8515625,55284.75,9.436836215249624,8.941197759607144,307.06394628560315,1,4605.959194284047,960.6443154520732,20.856552890095596,QUICK_PROFIT,5,31945.414524230848,2025
BANKNIFTY,2025-09-24,2025-09-26,55100,55121.5,54389.3515625,8.181607334433235,7.983710869660874,267.3534774269857,1,4010.3021614047857,-1926.931697506737,-48.04953891134588,STOP_LOSS,2,30018.48282672411,2025
BANKNIFTY,2025-10-06,2025-10-08,56100,56104.8515625,56018.25,8.702494837238877,8.935373377417923,289.4478777636971,1,4341.718166455456,461.36447416044547,10.626310978105236,QUICK_PROFIT,2,30479.847300884554,2025
BANKNIFTY,2025-10-15,2025-10-23,56800,56799.8984375,58078.05078125,9.206696791087412,9.293225152091491,310.0113378942119,1,4650.170068413179,-91.59623686249006,-1.969739504468195,BREAKEVEN,5,30388.251064022064,2025
BANKNIFTY,2025-11-17,2025-11-20,59000,58962.69921875,59347.69921875,7.072391170749547,6.954188177941132,247.21214766899223,1,3708.1822150348835,434.5095962566576,11.717590211584845,QUICK_PROFIT,3,30822.760660278724,2025
BANKNIFTY,2025-11-26,2025-12-02,59500,59528.05078125,59273.80078125,7.959864832722589,7.698663634964353,280.90116001457983,1,4213.517400218698,611.7570423649653,14.518915771730592,QUICK_PROFIT,4,31434.51770264369,2025
BANKNIFTY,2025-12-16,2025-12-22,59000,59034.6015625,59304.0,8.588332222360341,7.976924772129401,300.56724458392966,1,4508.508668758945,493.7181643340398,10.950808806361803,QUICK_PROFIT,4,31928.23586697773,2025
BANKNIFTY,2026-01-06,2026-01-08,60100,60118.3984375,59686.5,5.841577573535223,5.998456384470345,208.19185192230967,1,3122.877778834645,312.64976612576845,10.011591495663305,QUICK_PROFIT,2,32240.8856331035,2026
BANKNIFTY,2026-01-28,2026-02-02,59600,59598.80078125,58619.0,10.768857164426866,12.30909788559183,380.4812988075942,1,5707.219482113913,-2085.8992116785303,-36.54843165249934,STOP_LOSS,3,30154.98642142497,2026
SENSEX,2021-10-27,2021-10-28,61100,61143.328125,59984.69921875,9.872983170999984,12.086953435909875,357.86864484659964,1,3578.6864484659964,-1350.513578865828,-37.737689465494405,STOP_LOSS,1,28804.47284255914,2021
SENSEX,2021-11-08,2021-11-11,60500,60545.609375,59919.69140625,12.48472596934095,12.57984977650954,448.1133130561353,1,4481.133130561353,562.994471955181,12.56366315286541,QUICK_PROFIT,3,29367.46731451432,2021
SENSEX,2021-11-17,2021-11-22,60000,60008.328125,58465.890625,12.56235314335109,14.032559234100308,446.89830003250955,1,4468.983000325095,-1844.7885300900912,-41.279828765423645,STOP_LOSS,2,27522.678784424228,2021
SENSEX,2022-08-22,2022-08-25,58800,58773.87109375,58774.71875,13.053053610121692,12.24446954258803,454.8022404874683,1,4548.022404874683,267.81234735349585,5.888545031494303,DELAYED_PROFIT,3,27790.491131777722,2022
SENSEX,2022-11-14,2022-11-17,61600,61624.1484375,61750.6015625,10.600422740537919,9.940850169432043,387.2579068337815,1,3872.5790683378145,235.18755972995166,6.0731506208057535,DELAYED_PROFIT,3,28025.678691507674,2022
SENSEX,2022-11-23,2022-11-30,61500,61510.578125,63099.6484375,10.424740698604365,10.08418874029025,380.1379670740284,1,3801.379670740284,-218.54186779563577,-5.749014482236045,TIME_STOP,5,27807.136823712037,2022
SENSEX,2022-12-13,2022-12-15,62500,62533.30078125,61799.03125,8.031007138162725,9.47776671803565,297.7196795247423,1,2977.196795247423,-1103.7375747985438,-37.07304725574303,STOP_LOSS,2,26703.399248913494,2022
SENSEX,2023-01-02,2023-01-04,61200,61167.7890625,60657.44921875,11.645925833171253,12.120845483389681,422.3018467851627,1,4223.018467851627,480.2916561081395,11.373183891200881,QUICK_PROFIT,2,27183.690905021635,2023
